pmid,pmcid,title,journal,insert_time
31744230,PMC6888618,p63 Is a Promising Marker in the Diagnosis of Unusual Skin Cancer.,Int J Mol Sci,2023-12-17-22-14-37
31768244,PMC6865343,Merkel cell carcinoma: a case report and literature review.,J Surg Case Rep,2023-12-17-22-14-37
31772775,PMC6854916,Male Sex is an Inherent Risk Factor for Basal Cell Carcinoma.,J Skin Cancer,2023-12-17-22-14-37
31777292,PMC7783260,Treatment-related adverse events and response rate to immune checkpoint inhibition.,J Int Med Res,2023-12-17-22-14-37
31788294,PMC6878036,Merkel cell carcinoma mimicking transformed chronic lymphocytic leukemia/small lymphocytic lymphoma.,Clin Case Rep,2023-12-17-22-14-37
31789257,PMC6939078,Merkel cell carcinoma in an immunocompetent male statin user.,An Bras Dermatol,2023-12-17-22-14-37
31824653,PMC6880270,Recent advances in Merkel cell carcinoma.,F1000Res,2023-12-17-22-14-37
31883234,PMC7013053,Patterns of distant metastases in 215 Merkel cell carcinoma patients: Implications for prognosis and surveillance.,Cancer Med,2023-12-17-22-14-37
31889939,PMC6921584,Quantitative proteome analysis of Merkel cell carcinoma cell lines using SILAC.,Clin Proteomics,2023-12-17-22-14-37
31903306,PMC6937466,Definitive Radiotherapy for Locally Advanced Merkel Cell Carcinoma of the Head and Neck Region: A Case Report.,Cureus,2023-12-17-22-14-37
31909133,PMC6938872,Successful management of malodor from fungating tumors using crushed metronidazole tablets.,JAAD Case Rep,2023-12-17-22-14-37
31914497,PMC6949494,A case of Merkel cell carcinoma of the head and neck.,Arch Craniofac Surg,2023-12-17-22-14-37
31947544,PMC7016651,Oncogenic Role of an Epigenetic Reader of m(6)A RNA Modification: YTHDF1 in Merkel Cell Carcinoma.,Cancers (Basel),2023-12-17-22-14-37
31993571,PMC6978596,Heart Block Caused by Cardiac Metastasis From Merkel Cell Carcinoma: A Case Report.,Mayo Clin Proc Innov Qual Outcomes,2023-12-17-22-14-37
32005907,PMC6994658,Circulating Tumor Cell Detection and Polyomavirus Status in Merkel Cell Carcinoma.,Sci Rep,2023-12-17-22-14-37
32042142,PMC7010705,"Ablation of soft tissue tumours by long needle variable electrode-geometry electrochemotherapy: final report from a single-arm, single-centre phase-2 study.",Sci Rep,2023-12-17-22-14-37
32060513,PMC8514189,Sirolimus and Other Mechanistic Target of Rapamycin Inhibitors Directly Activate Latent Pathogenic Human Polyomavirus Replication.,J Infect Dis,2023-12-17-22-14-37
32093022,PMC7168258,Combining DNA Damage Induction with BCL-2 Inhibition to Enhance Merkel Cell Carcinoma Cytotoxicity.,Biology (Basel),2023-12-17-22-14-37
32106526,PMC7139599,Highly Expressed miR-375 is not an Intracellular Oncogene in Merkel Cell Polyomavirus-Associated Merkel Cell Carcinoma.,Cancers (Basel),2023-12-17-22-14-37
32118036,PMC7011098,DETECTing Merkel Cell Polyomavirus in Merkel Tumors.,Front Mol Biosci,2023-12-17-22-14-37
32121063,PMC7139291,Management Recommendations for Merkel Cell Carcinoma-A Danish Perspective.,Cancers (Basel),2023-12-17-22-14-37
32140346,PMC7045982,Mild Hypofractionated Radiation Therapy for Merkel Cell Carcinoma.,Cureus,2023-12-17-22-14-37
32141029,PMC7214387,Prevalence of CD8(+) cytotoxic lymphocytes in human neoplasms.,Cell Oncol (Dordr),2023-12-17-22-14-37
32148513,PMC7049825,Merkel Cell Carcinoma and Diagnostic Experience in a Reference Hospital: A Case Series.,Case Rep Med,2023-12-17-22-14-37
32156042,PMC7139389,"The Possibility of Using Genotoxicity, Oxidative Stress and Inflammation Blood Biomarkers to Predict the Occurrence of Late Cutaneous Side Effects after Radiotherapy.",Antioxidants (Basel),2023-12-17-22-14-37
32181186,PMC7057882,Spinal Metastasis from Merkel Cell Carcinoma in an Elderly Male.,Asian J Neurosurg,2023-12-17-22-14-37
32185171,PMC7058916,miRNAs in the Diagnosis and Prognosis of Skin Cancer.,Front Cell Dev Biol,2023-12-17-22-14-37
32188490,PMC7081548,Clinical and molecular characterization of virus-positive and virus-negative Merkel cell carcinoma.,Genome Med,2023-12-17-22-14-37
32235636,PMC7226074,Landscape and Future Perspectives of Immunotherapy in Neuroendocrine Neoplasia.,Cancers (Basel),2023-12-17-22-14-37
32268526,PMC7226107,"Tumor Ulceration, Reduced Infiltration of CD8-Lymphocytes, High Neutrophil-to-CD8-Lymphocyte Ratio and Absence of MC Virus are Negative Prognostic Markers for Patients with Merkel Cell Carcinoma.",Cancers (Basel),2023-12-17-22-14-37
32269140,PMC7252959,Efficacy and safety of avelumab treatment in patients with metastatic Merkel cell carcinoma: experience from a global expanded access program.,J Immunother Cancer,2023-12-17-22-14-37
32283634,PMC7225937,Artesunate Affects T Antigen Expression and Survival of Virus-Positive Merkel Cell Carcinoma.,Cancers (Basel),2023-12-17-22-14-37
32284543,PMC7336275,Merkel cell polyomavirus activates LSD1-mediated blockade of non-canonical BAF to regulate transformation and tumorigenesis.,Nat Cell Biol,2023-12-17-22-14-37
32284736,PMC7132788,Robot-assisted inguinal lymphadenectomy: preliminary experience and perioperative outcomes from an Italian referral center.,Ther Adv Urol,2023-12-17-22-14-37
32295074,PMC7226137,Clinical Relevance of Liquid Biopsy in Melanoma and Merkel Cell Carcinoma.,Cancers (Basel),2023-12-17-22-14-37
32306957,PMC7168875,Promoter activity of Merkel cell Polyomavirus variants in human dermal fibroblasts and a Merkel cell carcinoma cell line.,Virol J,2023-12-17-22-14-37
32344701,PMC7226539,Unique Role of Histone Methyltransferase PRDM8 in the Tumorigenesis of Virus-Negative Merkel Cell Carcinoma.,Cancers (Basel),2023-12-17-22-14-37
32351898,PMC7174780,A Therapeutic and Diagnostic Multidisciplinary Pathway for Merkel Cell Carcinoma Patients.,Front Oncol,2023-12-17-22-14-37
32405979,PMC7220648,Patterns of Metastasis in Merkel Cell Carcinoma.,Ann Surg Oncol,2023-12-17-22-14-37
32414207,PMC7281542,Merkel Cell Carcinoma Treatment in Finland in 1986-2016-A Real-World Data Study.,Cancers (Basel),2023-12-17-22-14-37
32414862,PMC7239697,Avelumab in patients with previously treated metastatic Merkel cell carcinoma: long-term data and biomarker analyses from the single-arm phase 2 JAVELIN Merkel 200 trial.,J Immunother Cancer,2023-12-17-22-14-37
32427880,PMC7237485,Surface charge of Merkel cell polyomavirus small T antigen determines cell transformation through allosteric FBW7 WD40 domain targeting.,Oncogenesis,2023-12-17-22-14-37
32430019,PMC7236271,Update on the psychometric properties and minimal important difference (MID) thresholds of the FACT-M questionnaire for use in treatment-naïve and previously treated patients with metastatic Merkel cell carcinoma.,Health Qual Life Outcomes,2023-12-17-22-14-37
32434786,PMC7326254,Correction: Efficacy and safety of avelumab treatment in patients with metastatic Merkel cell carcinoma: experience from a global expanded access program.,J Immunother Cancer,2023-12-17-22-14-37
32462187,PMC7850530,Risk of Rare Cancers Among Solid Organ Transplant Recipients.,J Natl Cancer Inst,2023-12-17-22-14-37
32472503,PMC7340640,"Patient Experiences with Avelumab in Treatment-Naïve Metastatic Merkel Cell Carcinoma: Longitudinal Qualitative Interview Findings from JAVELIN Merkel 200, a Registrational Clinical Trial.",Patient,2023-12-17-22-14-37
32475296,PMC7678933,The curious case of Merkel cell carcinoma: epigenetic youth and lack of pluripotency.,Epigenetics,2023-12-17-22-14-37
32483262,PMC7264292,Inhibition of PI3K by copanlisib exerts potent antitumor effects on Merkel cell carcinoma cell lines and mouse xenografts.,Sci Rep,2023-12-17-22-14-37
32518545,PMC7265742,Challenges of New Approaches in Metastatic Merkel Cell Carcinoma.,Case Rep Oncol,2023-12-17-22-14-37
32537044,PMC7270324,Eye Comfort and Physiological Reconstruction of an Entire Upper Eyelid Defect.,Eplasty,2023-12-17-22-14-37
32545409,PMC7352543,The Evolution of Care of Cancers of the Head and Neck Region: State of the Science in 2020.,Cancers (Basel),2023-12-17-22-14-37
32582722,PMC7291775,Association of Programmed Death 1 Protein Ligand (PD-L1) Expression With Prognosis in Merkel Cell Carcinoma.,Front Med (Lausanne),2023-12-17-22-14-37
32623581,PMC7936941,A multidisciplinary consensus on the morphological and functional responses to immunotherapy treatment.,Clin Transl Oncol,2023-12-17-22-14-37
32635198,PMC7407210,Merkel Cell Polyomavirus and Merkel Cell Carcinoma.,Cancers (Basel),2023-12-17-22-14-37
32637182,PMC7321529,Use of Intraoperative Radioguidance in Recurrent Merkel Carcinoma.,Case Rep Surg,2023-12-17-22-14-37
32639530,PMC7398664,Merkel cell polyomavirus small tumour antigen activates the p38 MAPK pathway to enhance cellular motility.,Biochem J,2023-12-17-22-14-37
32653892,PMC7375029,Clinical Features and Prognosis of Merkel Cell Carcinoma in Elderly Patients.,Med Sci Monit,2023-12-17-22-14-37
32654000,PMC7477030,Primary Merkel Cell Carcinoma: A Retrospective Analysis of 31 Cases in Poland.,Dermatol Ther (Heidelb),2023-12-17-22-14-37
32687503,PMC7371188,The presence of Merkel cell carcinoma polyomavirus is associated with a distinct phenotype in neoplastic Merkel cell carcinoma cells and their tissue microenvironment.,PLoS One,2023-12-17-22-14-37
32695386,PMC7364104,"Abdominal erythema ab igne-An ""old"" finding revisited.",Clin Case Rep,2023-12-17-22-14-37
32696301,PMC7666272,Exploring the Prognostic Role of Ki67 Proliferative Index in Merkel Cell Carcinoma of the Skin: Clinico-Pathologic Analysis of 84 Cases and Review of the Literature.,Endocr Pathol,2023-12-17-22-14-37
32699083,PMC7527053,Structure of Merkel Cell Polyomavirus Capsid and Interaction with Its Glycosaminoglycan Attachment Receptor.,J Virol,2023-12-17-22-14-37
32708246,PMC7409360,Merkel Cell Polyomavirus T Antigens Induce Merkel Cell-Like Differentiation in GLI1-Expressing Epithelial Cells.,Cancers (Basel),2023-12-17-22-14-37
32720697,PMC9207656,Effectiveness of Combined Anti-programmed Death-ligand 1 Therapy and Radiotherapy for Metastatic Merkel Cell Carcinoma: Two Case Reports.,Acta Derm Venereol,2023-12-17-22-14-37
32727678,PMC7562991,Malignant melanoma after treatment for Merkel cell carcinoma.,An Bras Dermatol,2023-12-17-22-14-37
32733801,PMC7358364,Somatostatin Receptors in Merkel-Cell Carcinoma: A Therapeutic Opportunity Using Somatostatin Analog Alone or in Association With Checkpoint Inhibitors Immunotherapy. A Case Report.,Front Oncol,2023-12-17-22-14-37
32751327,PMC7432795,Non-Melanoma Skin Cancers: Biological and Clinical Features.,Int J Mol Sci,2023-12-17-22-14-37
32757453,PMC7754344,The changing paradigm of managing Merkel cell carcinoma in Australia: An expert commentary.,Asia Pac J Clin Oncol,2023-12-17-22-14-37
32771971,PMC7412862,Gene expression profile identifies distinct molecular subtypes and potential therapeutic genes in Merkel cell carcinoma.,Transl Oncol,2023-12-17-22-14-37
32833988,PMC7470373,High-resolution analysis of Merkel Cell Polyomavirus in Merkel Cell Carcinoma reveals distinct integration patterns and suggests NHEJ and MMBIR as underlying mechanisms.,PLoS Pathog,2023-12-17-22-14-37
32838069,PMC7373007,"Postoperative, Single-Fraction Radiation Therapy in Merkel Cell Carcinoma of the Head and Neck.",Adv Radiat Oncol,2023-12-17-22-14-37
32878339,PMC7552051,Merkel Cell Polyomavirus in Merkel Cell Carcinoma: Integration Sites and Involvement of the KMT2D Tumor Suppressor Gene.,Viruses,2023-12-17-22-14-37
32899768,PMC7564050,"Current and Future Trends in Molecular Biomarkers for Diagnostic, Prognostic, and Predictive Purposes in Non-Melanoma Skin Cancer.",J Clin Med,2023-12-17-22-14-37
32900245,PMC7480322,COVID-19 in a patient with advanced Merkel cell carcinoma receiving immunotherapy.,Immunotherapy,2023-12-17-22-14-37
32907924,PMC7481079,Efficacy and safety of first-line avelumab in patients with advanced non-small cell lung cancer: results from a phase Ib cohort of the JAVELIN Solid Tumor study.,J Immunother Cancer,2023-12-17-22-14-37
32913030,PMC7484858,Complete response to avelumab and IL-15 superagonist N-803 with Abraxane in Merkel cell carcinoma: a case study.,J Immunother Cancer,2023-12-17-22-14-37
32938212,PMC9437770,Health-related quality of life trajectory of treatment-naive patients with Merkel cell carcinoma receiving avelumab.,Future Oncol,2023-12-17-22-14-37
32948651,PMC7511642,Avelumab for advanced Merkel cell carcinoma in the Netherlands: a real-world cohort.,J Immunother Cancer,2023-12-17-22-14-37
32962090,PMC7551350,Merkel Cell Polyomavirus Large T Antigen Unique Domain Regulates Its Own Protein Stability and Cell Growth.,Viruses,2023-12-17-22-14-37
32983697,PMC7511079,Isolated Limb Perfusion on Nonmelanoma Skin Cancer for Limb Salvage: A Series of Four Cases.,Cureus,2023-12-17-22-14-37
32987952,PMC7601649,Regulation of Polyomavirus Transcription by Viral and Cellular Factors.,Viruses,2023-12-17-22-14-37
32995442,PMC7509362,Pembrolizumab-induced lichen planus pemphigoides in a patient with metastatic Merkel cell carcinoma.,JAAD Case Rep,2023-12-17-22-14-37
33026191,PMC7645387,LSD1 inhibition induces differentiation and cell death in Merkel cell carcinoma.,EMBO Mol Med,2023-12-17-22-14-37
33040476,PMC7754946,Safe application of extensive radiotherapy to a cardiac resynchronization device.,ESC Heart Fail,2023-12-17-22-14-37
33047644,PMC7566174,An Aggressive Presentation of Merkel Cell Carcinoma: A Case Report.,J Investig Med High Impact Case Rep,2023-12-17-22-14-37
33050255,PMC7601068,Positron Emission Tomography in Merkel Cell Carcinoma.,Cancers (Basel),2023-12-17-22-14-37
33055416,PMC7710300,Proteomic approach to discover human cancer viruses from formalin-fixed tissues.,JCI Insight,2023-12-17-22-14-37
33060145,PMC7566424,"Clinical, FDG-PET and molecular markers of immune checkpoint inhibitor response in patients with metastatic Merkel cell carcinoma.",J Immunother Cancer,2023-12-17-22-14-37
33062347,PMC7545440,Metastatic Merkel Cell Carcinoma Masquerading as Multiple Immune-Related Adverse Events.,Case Rep Dermatol Med,2023-12-17-22-14-37
33062358,PMC7533778,Regionally Metastatic Merkel Cell Carcinoma Associated with Paraneoplastic Anti-N-methyl-D-aspartate Receptor Encephalitis.,Case Rep Oncol Med,2023-12-17-22-14-37
33063436,PMC7645523,Targeting the epigenetic addiction of Merkel cell carcinoma.,EMBO Mol Med,2023-12-17-22-14-37
33066686,PMC7602435,Merkel Cell Polyomavirus Large T Antigen is Dispensable in G2 and M-Phase to Promote Proliferation of Merkel Cell Carcinoma Cells.,Viruses,2023-12-17-22-14-37
33092197,PMC7594058,A Comprehensive Proteomics Analysis of the JC Virus (JCV) Large and Small Tumor Antigen Interacting Proteins: Large T Primarily Targets the Host Protein Complexes with V-ATPase and Ubiquitin Ligase Activities While Small t Mostly Associates with Those Having Phosphatase and Chromatin-Remodeling Functions.,Viruses,2023-12-17-22-14-37
33093156,PMC7583786,Immune checkpoint inhibition therapy for advanced skin cancer in patients with concomitant hematological malignancy: a retrospective multicenter DeCOG study of 84 patients.,J Immunother Cancer,2023-12-17-22-14-37
33101516,PMC7575392,Evidence and Considerations on Treatment of Small Size Merkel Cell Head and Neck Carcinoma.,Int Arch Otorhinolaryngol,2023-12-17-22-14-37
33153070,PMC7662965,"Multidisciplinary Treatment, Including Locoregional Chemotherapy, for Merkel-Polyomavirus-Positive Merkel Cell Carcinomas: Perspectives for Patients Exhibiting Oncogenic Alternative Δ exon 6-7 TrkAIII Splicing of Neurotrophin Receptor Tropomyosin-Related Kinase A.",Int J Mol Sci,2023-12-17-22-14-37
33163153,PMC7605217,Primary ectopic Merkel cell carcinoma without skin involvement-report of a case with prolonged survival.,J Surg Case Rep,2023-12-17-22-14-37
33178284,PMC7609155,Epileptic Seizure Provoked by Bone Metastasis of Chronic Lymphoid Leukemia and Merkel Cell Carcinoma.,Case Rep Med,2023-12-17-22-14-37
33188038,PMC7668369,PD-1 and TIGIT coexpression identifies a circulating CD8 T cell subset predictive of response to anti-PD-1 therapy.,J Immunother Cancer,2023-12-17-22-14-37
33194706,PMC7642625,Hematological Toxicity During Concomitant Treatment With Ruxolitinib and Avelumab for Merkel Cell Carcinoma.,Front Oncol,2023-12-17-22-14-37
33203666,PMC7674100,Case of Merkel cell carcinoma in a patient with pre-existing ILD.,J Immunother Cancer,2023-12-17-22-14-37
33257408,PMC7705568,Neospora caninum: a new class of biopharmaceuticals in the therapeutic arsenal against cancer.,J Immunother Cancer,2023-12-17-22-14-37
33290801,PMC7831540,Dermatologic surgery during the COVID-19 pandemic: Experience of a large academic center.,J Am Acad Dermatol,2023-12-17-22-14-37
33297530,PMC7762344,Genetic Diversity of the Noncoding Control Region of the Novel Human Polyomaviruses.,Viruses,2023-12-17-22-14-37
33311552,PMC7862059,Merkel cell carcinoma-derived exosome-shuttle miR-375 induces fibroblast polarization by inhibition of RBPJ and p53.,Oncogene,2023-12-17-22-14-37
33315984,PMC7720777,Predictors of immunotherapy benefit in Merkel cell carcinoma.,Oncotarget,2023-12-17-22-14-37
33323517,PMC7773998,Merkel Cell Polyomavirus Encodes Circular RNAs (circRNAs) Enabling a Dynamic circRNA/microRNA/mRNA Regulatory Network.,mBio,2023-12-17-22-14-37
33324947,PMC7727206,Immunoglobulins to mitigate paraneoplastic Lambert Eaton Myasthenic Syndrome under checkpoint inhibition in Merkel cell carcinoma.,Neurol Res Pract,2023-12-17-22-14-37
33361404,PMC7759960,Glucose-6-phosphate dehydrogenase correlates with tumor immune activity and programmed death ligand-1 expression in Merkel cell carcinoma.,J Immunother Cancer,2023-12-17-22-14-37
33362774,PMC7756016,Robust Production of Merkel Cell Polyomavirus Oncogene Specific T Cells From Healthy Donors for Adoptive Transfer.,Front Immunol,2023-12-17-22-14-37
33371149,PMC7748332,Usefulness of ultrasonography in determining the surgical excision margin in non-melanocytic skin cancer: A comparative analysis of preoperative ultrasonography and postoperative histopathology.,Medicine (Baltimore),2023-12-17-22-14-37
33372715,PMC8248026,Feline and canine Merkel cell carcinoma: A case series and discussion on cellular origin.,Vet Comp Oncol,2023-12-17-22-14-37
33403016,PMC7739210,Navitoclax combined with Alpelisib effectively inhibits Merkel cell carcinoma cell growth in vitro.,Ther Adv Med Oncol,2023-12-17-22-14-37
33419290,PMC7766610,The Role of Cell Adhesion Molecule 1 (CADM1) in Cutaneous Malignancies.,Int J Mol Sci,2023-12-17-22-14-37
33435392,PMC7827793,The Merkel Cell Polyomavirus T Antigens Function as Tumor Promoters in Murine Skin.,Cancers (Basel),2023-12-17-22-14-37
33439294,PMC8195807,Activity of ipilimumab plus nivolumab in avelumab-refractory Merkel cell carcinoma.,Cancer Immunol Immunother,2023-12-17-22-14-37
33445741,PMC7828197,Sex Differences in Overall Survival and the Effect of Radiotherapy in Merkel Cell Carcinoma-A Retrospective Analysis of a Swedish Cohort.,Cancers (Basel),2023-12-17-22-14-37
33466354,PMC7824763,Evaluation of Merkel Cell Polyomavirus DNA in Tissue Samples from Italian Patients with Diagnosis of MCC.,Viruses,2023-12-17-22-14-37
33478104,PMC7835998,A Novel In Vitro Culture Model System to Study Merkel Cell Polyomavirus-Associated MCC Using Three-Dimensional Organotypic Raft Equivalents of Human Skin.,Viruses,2023-12-17-22-14-37
33490339,PMC7806541,Unknown primary Merkel cell carcinoma in the immunosuppressed patient: Case series.,JAAD Case Rep,2023-12-17-22-14-37
33490342,PMC7806538,Immune checkpoint inhibitor therapy in HIV-associated Merkel cell carcinoma: A case series of 3 patients.,JAAD Case Rep,2023-12-17-22-14-37
33511866,PMC7983043,How we treat Merkel cell carcinoma: within and beyond current guidelines.,Future Oncol,2023-12-17-22-14-37
33521158,PMC7843122,A Rare Case of Metastatic Merkel Cell Carcinoma to the Stomach and Pancreas Presenting With Upper Gastrointestinal Bleeding and Obstructive Jaundice.,ACG Case Rep J,2023-12-17-22-14-37
33535453,PMC7912722,Molecular Profiling of Merkel Cell Polyomavirus-Associated Merkel Cell Carcinoma and Cutaneous Melanoma.,Diagnostics (Basel),2023-12-17-22-14-37
33562873,PMC7914758,Mutational Landscape of Virus- and UV-Associated Merkel Cell Carcinoma Cell Lines Is Comparable to Tumor Tissue.,Cancers (Basel),2023-12-17-22-14-37
33588870,PMC7885451,Avelumab treatment in Italian patients with metastatic Merkel cell carcinoma: experience from an expanded access program.,J Transl Med,2023-12-17-22-14-37
33643724,PMC7885533,Epidemiology and Retrospective Analysis in Extrapulmonary Neuroendocrine Carcinoma.,Cureus,2023-12-17-22-14-37
33654599,PMC7905962,Anti-EGFR Antibody Plus Chemotherapy Treatment in a Patient with Synchronous Merkel Cell Carcinoma and Colorectal Cancer.,Cureus,2023-12-17-22-14-37
33708913,PMC7944317,Nomogram prediction for the overall survival and cancer-specific survival of patients diagnosed with Merkel cell carcinoma.,Ann Transl Med,2023-12-17-22-14-37
33714267,PMC7956125,Cerebral metastasis of Merkel cell carcinoma following resection with negative margins and adjuvant external beam radiation: a case report.,J Med Case Rep,2023-12-17-22-14-37
33725197,PMC7966643,"Neoadjuvant Therapy for Non-melanoma Skin Cancer: Updated Therapeutic Approaches for Basal, Squamous, and Merkel Cell Carcinoma.",Curr Treat Options Oncol,2023-12-17-22-14-37
33747940,PMC7966513,Case Report: Favorable Response to the Tyrosine Kinase Inhibitor Apatinib in Recurrent Merkel Cell Carcinoma.,Front Oncol,2023-12-17-22-14-37
33754117,PMC7971733,Erythema Ab Igne: A Rare Presentation of Toasted Skin Syndrome With the Use of a Space Heater.,Cureus,2023-12-17-22-14-37
33767861,PMC7976432,Neuroendocrine small cell carcinoma of the cervix: A case report.,Mol Clin Oncol,2023-12-17-22-14-37
33768041,PMC7982042,Ulcerative Variant of Merkel Cell Carcinoma in an Immunocompetent Individual: An Unusual Presentation.,Indian Dermatol Online J,2023-12-17-22-14-37
33790597,PMC8001053,"Clinical Outcomes, Costs, and Healthcare Resource Utilization in Patients with Metastatic Merkel Cell Carcinoma Treated with Immune Checkpoint Inhibitors vs Chemotherapy.",Clinicoecon Outcomes Res,2023-12-17-22-14-37
33800889,PMC7961454,Distinct Signatures of Genomic Copy Number Variants Define Subgroups of Merkel Cell Carcinoma Tumors.,Cancers (Basel),2023-12-17-22-14-37
33807446,PMC8036880,Merkel Cell Carcinoma: New Trends.,Cancers (Basel),2023-12-17-22-14-37
33807452,PMC8037250,Merkel Cell Carcinoma of Unknown Primary: Immunohistochemical and Molecular Analyses Reveal Distinct UV-Signature/MCPyV-Negative and High Immunogenicity/MCPyV-Positive Profiles.,Cancers (Basel),2023-12-17-22-14-37
33809399,PMC8025818,Restructuring Skin Cancer Care in Ontario: A Provincial Plan.,Curr Oncol,2023-12-17-22-14-37
33846760,PMC9367044,Lambert-Eaton Myasthenic Syndrome and Paraneoplastic Cerebellar Degeneration Associated with Merkel Cell Carcinoma with Unknown Primary: A Case Report.,Acta Derm Venereol,2023-12-17-22-14-37
33851319,PMC8346388,"""Present and future of immunotherapy in Neuroendocrine Tumors"".",Rev Endocr Metab Disord,2023-12-17-22-14-37
33870464,PMC8505278,Response durability after cessation of immune checkpoint inhibitors in patients with metastatic Merkel cell carcinoma: a retrospective multicenter DeCOG study.,Cancer Immunol Immunother,2023-12-17-22-14-37
33879601,PMC8061836,"Three-year survival, correlates and salvage therapies in patients receiving first-line pembrolizumab for advanced Merkel cell carcinoma.",J Immunother Cancer,2023-12-17-22-14-37
33898695,PMC8056306,A modified method for upper eyelid reconstruction with innervated orbicularis oculi myocutaneous flaps and lower lip mucosal grafts.,JPRAS Open,2023-12-17-22-14-37
33909215,PMC8370894,"Intron 4-5 hTERT DNA Hypermethylation in Merkel Cell Carcinoma: Frequency, Association with Other Clinico-pathological Features and Prognostic Relevance.",Endocr Pathol,2023-12-17-22-14-37
33911591,PMC7992734,A Report of 13 Cases of Merkel Cell Carcinoma: Single-Center Experience and Review of the Literature.,Ann Dermatol,2023-12-17-22-14-37
33911610,PMC7992728,A Case of Merkel Cell Carcinoma on the Finger.,Ann Dermatol,2023-12-17-22-14-37
33934577,PMC8714552,A cost-utility analysis of avelumab for metastatic Merkel cell carcinoma in Taiwan.,Cancer Rep (Hoboken),2023-12-17-22-14-37
33955118,PMC8265346,"The Impact of Adverse Events on Health Care Resource Utilization, Costs, and Mortality Among Patients Treated with Immune Checkpoint Inhibitors.",Oncologist,2023-12-17-22-14-37
33990201,PMC8120723,Outcome of early stage Merkel carcinoma treated by exclusive radiation: a study of 53 patients.,Radiat Oncol,2023-12-17-22-14-37
33999949,PMC8158866,Characterization of ALTO-encoding circular RNAs expressed by Merkel cell polyomavirus and trichodysplasia spinulosa polyomavirus.,PLoS Pathog,2023-12-17-22-14-37
34026553,PMC8131894,Kidney metastasis in a case of Merkel cell carcinoma.,Urol Case Rep,2023-12-17-22-14-37
34029351,PMC8143417,ALK is frequently phosphorylated in Merkel cell carcinoma and associates with longer survival.,PLoS One,2023-12-17-22-14-37
34040905,PMC8139134,Not Your Typical Tonsil: Metastatic Merkel Cell Carcinoma or Primary Disease?,Cureus,2023-12-17-22-14-37
34063983,PMC8196722,Expression of Mismatch Repair Proteins in Merkel Cell Carcinoma.,Cancers (Basel),2023-12-17-22-14-37
34065594,PMC8161099,Viruses and Skin Cancer.,Int J Mol Sci,2023-12-17-22-14-37
34066728,PMC8125810,New Insights into the Biological and Clinical Aspects of Merkel Cell Carcinoma.,Cancers (Basel),2023-12-17-22-14-37
34069297,PMC8156459,Daily Lifestyle and Cutaneous Malignancies.,Int J Mol Sci,2023-12-17-22-14-37
34071045,PMC8197111,"Prognostic Role of Tumoral PD-L1 and IDO1 Expression, and Intratumoral CD8+ and FoxP3+ Lymphocyte Infiltrates in 132 Primary Cutaneous Merkel Cell Carcinomas.",Int J Mol Sci,2023-12-17-22-14-37
34090526,PMC8180156,"E-Cadherin expression in human tumors: a tissue microarray study on 10,851 tumors.",Biomark Res,2023-12-17-22-14-37
34101298,PMC8417847,Real-World Clinical Outcomes in Patients with Locally Advanced or Metastatic Merkel Cell Carcinoma Treated in U.S. Oncology Clinical Practices: Results from SPEAR-Merkel.,Oncologist,2023-12-17-22-14-37
34123840,PMC8194357,Case Report: Clinical Experience With Avelumab in Patients With Metastatic Merkel Cell Carcinoma and Brain Metastases Treated in Europe.,Front Oncol,2023-12-17-22-14-37
34159821,PMC8236778,Merkel Cell Carcinoma With Isolated Pancreatic Metastasis.,J Investig Med High Impact Case Rep,2023-12-17-22-14-37
34168646,PMC8217635,Serum Antibodies Against the Oncogenic Merkel Cell Polyomavirus Detected by an Innovative Immunological Assay With Mimotopes in Healthy Subjects.,Front Immunol,2023-12-17-22-14-37
34188934,PMC8212377,Metastatic Merkel cell carcinoma and malignant melanoma in a single sentinel lymph node.,SAGE Open Med Case Rep,2023-12-17-22-14-37
34193920,PMC8245553,Identification of natural product modulators of Merkel cell carcinoma cell growth and survival.,Sci Rep,2023-12-17-22-14-37
34195321,PMC8237241,Treatment of locally advanced cutaneous Merkel cell carcinoma with topical imiquimod.,JAAD Case Rep,2023-12-17-22-14-37
34195326,PMC8226392,Complete remission from intralesional talimogene laherparepvec for regionally advanced Merkel cell carcinoma in an immunocompromised solid organ transplant patient.,JAAD Case Rep,2023-12-17-22-14-37
34200164,PMC8293110,Concurrent Adjacent Merkel Cell Carcinoma and Chronic Lymphocytic Leukemia without Simultaneous Merkel Cell Polyomavirus Detection: A Case Series.,Dermatopathology (Basel),2023-12-17-22-14-37
34201709,PMC8301416,Merkel Cell Carcinoma.,Biomedicines,2023-12-17-22-14-37
34208339,PMC8231245,Merkel Cell Carcinoma from Molecular Pathology to Novel Therapies.,Int J Mol Sci,2023-12-17-22-14-37
34208349,PMC8231123,"Roseabol A, a New Peptaibol from the Fungus Clonostachys rosea.",Molecules,2023-12-17-22-14-37
34217322,PMC8254899,Reciprocal transactivation of Merkel cell polyomavirus and high-risk human papillomavirus promoter activities and increased expression of their oncoproteins.,Virol J,2023-12-17-22-14-37
34221958,PMC8248546,"Case Report: Exceptional Response to Avelumab After Failure of Electrochemotherapy in a Patient With Rapidly Progressive, PD-L1-Negative Merkel Cell Carcinoma.",Front Oncol,2023-12-17-22-14-37
